rowindex,Session,Subject,SubjectID,Timing,eventType,eventIndex,eventClicked,task,columnIndex,round,stateIndex,clueSeen,question,answer,error,tasktype,maxtask,mintask,tasktypeindex,taskchosen,cluesviewed,miliseconds,seconds,cluemath,cluews,clueboth,clueindex,maxtaskchosen,correct,wrong
2093,2,14,543065947,4369,trial,0,81+81+81,,1,48,1,243,81+81+81,243,,8,1,1,1,1,1,6834,6.834000111,0,0,0,,1,1,0
2094,2,14,543065947,1118,task,1,Task 2,2,1,49,2,50 percent of previous players thought this task was harder than average,,,,T,2,2,,0,1,10303,10.30300045,0,0,0,12,0,,
2095,2,14,543065947,9185,trial,0,NEFI,,1,49,2,FINE,NEFI,FINE,,N,2,2,0,0,1,10303,10.30300045,0,0,0,,0,1,0
2096,2,14,543065947,2477,task,1,Task 2,2,1,50,2,1 problem,,,,T,2,2,,0,1,13223,13.22299957,0,1,0,1,0,,
2097,2,14,543065947,10746,trial,0,NDFI,,1,50,2,FIND,NDFI,FIND,,N,2,2,0,0,1,13223,13.22299957,0,0,0,,0,1,0
2098,2,14,543065947,2937,task,1,Task 1,1,1,51,2,mixed up,,,,T,1,1,,0,1,7184,7.184000015,0,1,0,3,0,,
2099,2,14,543065947,4247,trial,0,LMFI,,1,51,2,FILM,LMFI,FILM,,L,1,1,0,0,1,7184,7.184000015,0,0,0,,0,1,0
2100,2,14,543065947,1267,task,1,Task 3,3,1,52,1,No words,,,,T,3,3,,1,1,11103,11.10299969,1,0,0,16,1,,
2101,2,14,543065947,9836,trial,0,85+71+84,,1,52,1,240,85+71+84,240,,8,3,3,1,1,1,11103,11.10299969,0,0,0,,1,1,0
2102,2,14,543065947,1105,task,1,Task 4,4,1,53,1,Might need paper & pencil to solve,,,,T,4,4,,1,1,9352,9.352000237,1,0,0,17,1,,
2103,2,14,543065947,8247,trial,0,80+80+80,,1,53,1,240,80+80+80,240,,8,4,4,1,1,1,9352,9.352000237,0,0,0,,1,1,0
2104,2,14,543065947,1920,task,1,Task 3,3,1,54,1,The weather in San Diego is nice,,,,T,3,3,,1,1,11053,11.05300045,1,0,0,19,1,,
2105,2,14,543065947,9133,trial,0,79+79+79,,1,54,1,237,79+79+79,237,,7,3,3,1,1,1,11053,11.05300045,0,0,0,,1,1,0
2106,2,14,543065947,1374,task,1,Task 2,2,1,55,1,Not jumbled,,,,T,2,2,,1,1,7657,7.657000065,1,0,0,15,1,,
2107,2,14,543065947,6283,trial,0,77+96+62,,1,55,1,235,77+96+62,235,,7,2,2,1,1,1,7657,7.657000065,0,0,0,,1,1,0
2108,2,14,543065947,2000,task,1,Task 1,1,1,56,1,Multiple choice,,,,T,1,1,,1,1,8349,8.348999977,1,0,0,18,1,,
2109,2,14,543065947,6349,trial,0,99+65+70,,1,56,1,234,99+65+70,234,,9,1,1,1,1,1,8349,8.348999977,0,0,0,,1,1,0
2110,2,14,543065947,2385,task,1,Task 1,1,1,57,2,mixed up,,,,T,1,1,,0,1,6755,6.755000114,0,1,0,3,0,,
2111,2,14,543065947,4370,trial,0,LLFI,,1,57,2,FILL,LLFI,FILL,,L,1,1,0,0,1,6755,6.755000114,0,0,0,,0,1,0
2112,2,14,543065947,1100,task,1,Task 2,2,1,58,1,1 problem to solve,,,,T,2,2,,1,1,7448,7.447999954,1,0,0,21,1,,
2113,2,14,543065947,6348,trial,0,78+78+78,,1,58,1,234,78+78+78,234,,7,2,2,1,1,1,7448,7.447999954,0,0,0,,1,1,0
2114,2,14,543065947,1017,task,1,Task 2,2,1,59,1,1 problem to solve,,,,T,2,2,,1,1,7336,7.335999966,1,0,0,21,1,,
2115,2,14,543065947,6319,trial,0,77+77+77,,1,59,1,231,77+77+77,231,,7,2,2,1,1,1,7336,7.335999966,0,0,0,,1,1,0
2116,2,14,543065947,3656,task,1,Task 1,1,1,60,1,Totalling up,,,,T,1,1,,1,1,9287,9.286999702,1,0,0,14,1,,
2117,2,14,543065947,5631,trial,0,92+62+76,,1,60,1,230,92+62+76,230,,9,1,1,1,1,1,9287,9.286999702,0,0,0,,1,1,0
2118,2,14,543065947,640,task,1,Task 2,2,1,61,1,Totalling up,,,,T,2,2,,1,1,9369,9.369000435,1,0,0,14,1,,
2119,2,14,543065947,8729,trial,0,76+76+76,,1,61,1,228,76+76+76,228,,7,2,2,1,1,1,9369,9.369000435,0,0,0,,1,1,0
2120,2,14,543065947,3566,task,1,Task 1,1,1,62,1,Numerical,,,,T,1,1,,1,1,9481,9.480999947,1,0,0,13,1,,
2121,2,14,543065947,5915,trial,0,67+89+71,,1,62,1,227,67+89+71,227,,6,1,1,1,1,1,9481,9.480999947,0,0,0,,1,1,0
2122,2,14,543065947,917,task,1,Task 2,2,1,63,1,The weather in San Diego is nice,,,,T,2,2,,1,1,8285,8.284999847,1,0,0,19,1,,
2123,2,14,543065947,7368,trial,0,94+53+79,,1,63,1,226,94+53+79,226,,9,2,2,1,1,1,8285,8.284999847,0,0,0,,1,1,0
2124,2,14,543065947,2472,task,1,Task 1,1,1,64,1,1 problem to solve,,,,T,1,1,,1,1,7053,7.052999973,1,0,0,21,1,,
2125,2,14,543065947,4581,trial,0,75+75+75,,1,64,1,225,75+75+75,225,,7,1,1,1,1,1,7053,7.052999973,0,0,0,,1,1,0
2126,2,14,543065947,835,task,1,Task 2,2,1,65,1,50 percent of previous players thought this task was easier than average,,,,T,2,2,,0,1,835,0.834999979,1,0,0,24,0,,
2127,2,15,644634600,0,task,1,Task1,1,1,1,1,No words,,,,T,2,1,,0,4,15511,15.51099968,1,0,0,16,0,,
2128,2,15,644634600,786,task,1,Task 2,2,2,1,1,50 percent of previous players chose this task,,,,T,2,1,,0,4,15511,15.51099968,0,0,1,11,0,,
2129,2,15,644634600,4894,task,1,Task 2,2,2,1,1,mixed up,,,,T,2,1,,0,4,15511,15.51099968,0,1,0,3,0,,
2130,2,15,644634600,1092,task,1,Task 2,2,2,1,1,San Diego has great weather,,,,T,2,1,,0,4,15511,15.51099968,0,1,0,9,0,,
2131,2,15,644634600,8739,trial,0,ULFO,,2,1,1,FOUL,ULFO,FOUL,,U,2,1,0,0,4,15511,15.51099968,0,0,0,,0,1,0
2132,2,15,644634600,1901,task,1,Task 1,1,1,2,2,unknown,,,,T,5,1,,0,2,14103,14.10299969,0,1,0,10,0,,
2133,2,15,644634600,502,task,1,Task 5,5,2,2,2,50 percent of previous players thought this task was more difficult than average,,,,T,5,1,,0,2,14103,14.10299969,1,0,0,23,0,,
2134,2,15,644634600,11700,trial,0,RTFO,,1,2,2,FORT,RTFO,FORT,,R,5,1,0,0,2,14103,14.10299969,0,0,0,,0,1,0
2135,2,15,644634600,408,task,1,Task 3,3,1,3,2,unknown,,,,T,6,3,,0,2,9520,9.520000458,0,1,0,10,0,,
2136,2,15,644634600,520,task,1,Task 6,6,2,3,2,Might need paper & pencil to solve,,,,T,6,3,,0,2,9520,9.520000458,1,0,0,17,0,,
2137,2,15,644634600,8592,trial,0,RMFO,,1,3,2,FORM,RMFO,FORM,,R,6,3,0,0,2,9520,9.520000458,0,0,0,,0,1,0
2138,2,15,644634600,397,task,1,Task 3,3,1,4,1,Not verbal,,,,T,5,3,,0,4,7230,7.230000019,1,0,0,20,0,,
2139,2,15,644634600,888,task,1,Task 5,5,2,4,1,San Diego has great weather,,,,T,5,3,,0,4,7230,7.230000019,0,1,0,9,0,,
2140,2,15,644634600,838,task,1,Task 5,5,2,4,1,mixed up,,,,T,5,3,,0,4,7230,7.230000019,0,1,0,3,0,,
2141,2,15,644634600,542,task,1,Task 5,5,2,4,1,50 percent of previous players chose this task,,,,T,5,3,,0,4,7230,7.230000019,0,0,1,11,0,,
2142,2,15,644634600,4565,trial,0,RKFO,,2,4,1,FORK,RKFO,FORK,,R,5,3,0,0,4,7230,7.230000019,0,0,0,,0,1,0
2143,2,15,644634600,1637,task,1,Task 1,1,1,5,1,Not jumbled,,,,T,4,1,,0,3,7640,7.639999866,1,0,0,15,0,,
2144,2,15,644634600,458,task,1,Task 4,4,2,5,1,unknown,,,,T,4,1,,0,3,7640,7.639999866,0,1,0,10,0,,
2145,2,15,644634600,659,task,1,Task 4,4,2,5,1,50 percent of previous players chose this task,,,,T,4,1,,0,3,7640,7.639999866,0,0,1,11,0,,
2146,2,15,644634600,4886,trial,0,OTFO,,2,5,1,FOOT,OTFO,FOOT,,O,4,1,0,0,3,7640,7.639999866,0,0,0,,0,1,0
2147,2,15,644634600,1691,task,1,Task 1,1,1,6,2,vocabulary skills,,,,T,6,1,,0,2,8660,8.659999847,0,1,0,8,0,,
2148,2,15,644634600,490,task,1,Task 6,6,2,6,2,Might need paper & pencil to solve,,,,T,6,1,,0,2,8660,8.659999847,1,0,0,17,0,,
2149,2,15,644634600,6479,trial,0,OLFO,,1,6,2,FOOL,OLFO,FOOL,,O,6,1,0,0,2,8660,8.659999847,0,0,0,,0,1,0
2150,2,15,644634600,417,task,1,Task 2,2,1,7,2,San Diego has great weather,,,,T,6,2,,0,5,8658,8.657999992,0,1,0,9,0,,
2151,2,15,644634600,513,task,1,Task 6,6,2,7,2,1 problem to solve,,,,T,6,2,,0,5,8658,8.657999992,1,0,0,21,0,,
2152,2,15,644634600,580,task,1,Task 6,6,2,7,2,Might need paper & pencil to solve,,,,T,6,2,,0,5,8658,8.657999992,1,0,0,17,0,,
2153,2,15,644634600,767,task,1,Task 6,6,2,7,2,50 percent of previous players thought this task was more difficult than average,,,,T,6,2,,0,5,8658,8.657999992,1,0,0,23,0,,
2154,2,15,644634600,1679,task,1,Task 2,2,1,7,2,50 percent of previous players chose this task,,,,T,6,2,,0,5,8658,8.657999992,0,0,1,11,0,,
2155,2,15,644634600,4702,trial,0,ODFO,,1,7,2,FOOD,ODFO,FOOD,,O,6,2,0,0,5,8658,8.657999992,0,0,0,,0,1,0
2156,2,15,644634600,1427,task,1,Task 1,1,1,8,2,San Diego has great weather,,,,T,3,1,,0,3,7515,7.514999866,0,1,0,9,0,,
2157,2,15,644634600,466,task,1,Task 3,3,2,8,2,Totalling up,,,,T,3,1,,0,3,7515,7.514999866,1,0,0,14,0,,
2158,2,15,644634600,1406,task,1,Task 1,1,1,8,2,1 problem,,,,T,3,1,,0,3,7515,7.514999866,0,1,0,1,0,,
2159,2,15,644634600,4216,trial,0,NTFO,,1,8,2,FONT,NTFO,FONT,,N,3,1,0,0,3,7515,7.514999866,0,0,0,,0,1,0
2160,2,15,644634600,443,task,1,Task 3,3,1,9,1,1 problem to solve,,,,T,6,3,,0,5,8379,8.37899971,1,0,0,21,0,,
2161,2,15,644634600,476,task,1,Task 6,6,2,9,1,jumbled,,,,T,6,3,,0,5,8379,8.37899971,0,1,0,2,0,,
2162,2,15,644634600,535,task,1,Task 6,6,2,9,1,verbal,,,,T,6,3,,0,5,8379,8.37899971,0,1,0,4,0,,
2163,2,15,644634600,1049,task,1,Task 3,3,1,9,1,Totalling up,,,,T,6,3,,0,5,8379,8.37899971,1,0,0,14,0,,
2164,2,15,644634600,545,task,1,Task 3,3,1,9,1,Not jumbled,,,,T,6,3,,0,5,8379,8.37899971,1,0,0,15,0,,
2165,2,15,644634600,5331,trial,0,LDFO,,2,9,1,FOLD,LDFO,FOLD,,L,6,3,0,0,5,8379,8.37899971,0,0,0,,0,1,0
2166,2,15,644634600,1442,task,1,Task 1,1,1,10,1,Not verbal,,,,T,6,1,,0,4,9731,9.730999947,1,0,0,20,0,,
2167,2,15,644634600,436,task,1,Task 6,6,2,10,1,50 percent of previous players chose this task,,,,T,6,1,,0,4,9731,9.730999947,0,0,1,11,0,,
2168,2,15,644634600,1940,task,1,Task 6,6,2,10,1,verbal,,,,T,6,1,,0,4,9731,9.730999947,0,1,0,4,0,,
2169,2,15,644634600,611,task,1,Task 6,6,2,10,1,multiple choice,,,,T,6,1,,0,4,9731,9.730999947,0,1,0,5,0,,
2170,2,15,644634600,5302,trial,0,ILFO,,2,10,1,FOIL,ILFO,FOIL,,I,6,1,0,0,4,9731,9.730999947,0,0,0,,0,1,0
2171,2,15,644634600,466,task,1,Task 5,5,1,11,1,Not jumbled,,,,T,6,5,,0,5,8316,8.315999985,1,0,0,15,0,,
2172,2,15,644634600,464,task,1,Task 6,6,2,11,1,San Diego has great weather,,,,T,6,5,,0,5,8316,8.315999985,0,1,0,9,0,,
2173,2,15,644634600,543,task,1,Task 6,6,2,11,1,unknown,,,,T,6,5,,0,5,8316,8.315999985,0,1,0,10,0,,
2174,2,15,644634600,757,task,1,Task 5,5,1,11,1,Not verbal,,,,T,6,5,,0,5,8316,8.315999985,1,0,0,20,0,,
2175,2,15,644634600,655,task,1,Task 6,6,2,11,1,verbal,,,,T,6,5,,0,5,8316,8.315999985,0,1,0,4,0,,
2176,2,15,644634600,5431,trial,0,ESFO,,2,11,1,FOES,ESFO,FOES,,E,6,5,0,0,5,8316,8.315999985,0,0,0,,0,1,0
2177,2,15,644634600,415,task,1,Task 3,3,1,12,1,Not verbal,,,,T,5,3,,0,6,7401,7.401000023,1,0,0,20,0,,
2178,2,15,644634600,674,task,1,Task 5,5,2,12,1,vocabulary skills,,,,T,5,3,,0,6,7401,7.401000023,0,1,0,8,0,,
2179,2,15,644634600,663,task,1,Task 5,5,2,12,1,words,,,,T,5,3,,0,6,7401,7.401000023,0,1,0,7,0,,
2180,2,15,644634600,340,task,1,Task 5,5,2,12,1,50 percent of previous players chose this task,,,,T,5,3,,0,6,7401,7.401000023,0,0,1,11,0,,
2181,2,15,644634600,930,task,1,Task 3,3,1,12,1,Might need paper & pencil to solve,,,,T,5,3,,0,6,7401,7.401000023,1,0,0,17,0,,
2182,2,15,644634600,283,task,1,Task 3,3,1,12,1,50 percent of previous players chose this task,,,,T,5,3,,0,6,7401,7.401000023,0,0,1,11,0,,
2183,2,15,644634600,4096,trial,0,AMFO,,2,12,1,FOAM,AMFO,FOAM,,A,5,3,0,0,6,7401,7.401000023,0,0,0,,0,1,0
2184,2,15,644634600,325,task,1,Task 3,3,1,13,2,won't need paper & pencil to solve,,,,T,6,3,,0,6,15616,15.61600018,0,1,0,6,0,,
2185,2,15,644634600,437,task,1,Task 6,6,2,13,2,50 percent of previous players thought this task was easier than average,,,,T,6,3,,0,6,15616,15.61600018,1,0,0,24,0,,
2186,2,15,644634600,464,task,1,Task 6,6,2,13,2,50 percent of previous players thought this task was easier than average,,,,T,6,3,,0,6,15616,15.61600018,1,0,0,24,0,,
2187,2,15,644634600,2353,task,1,Task 3,3,1,13,2,50 percent of previous players chose this task,,,,T,6,3,,0,6,15616,15.61600018,0,0,1,11,0,,
2188,2,15,644634600,3102,task,1,Task 3,3,1,13,2,won't need paper & pencil to solve,,,,T,6,3,,0,6,15616,15.61600018,0,1,0,6,0,,
2189,2,15,644634600,1095,task,1,Task 6,6,2,13,2,Might need paper & pencil to solve,,,,T,6,3,,0,6,15616,15.61600018,1,0,0,17,0,,
2190,2,15,644634600,7840,trial,0,OWFL,,1,13,2,FLOW,OWFL,FLOW,,O,6,3,0,0,6,15616,15.61600018,0,0,0,,0,1,0
2191,2,15,644634600,459,task,1,Task 2,2,1,14,1,Numerical,,,,T,3,2,,0,5,8926,8.925999641,1,0,0,13,0,,
2192,2,15,644634600,521,task,1,Task 3,3,2,14,1,words,,,,T,3,2,,0,5,8926,8.925999641,0,1,0,7,0,,
2193,2,15,644634600,1071,task,1,Task 2,2,1,14,1,Analytical skills,,,,T,3,2,,0,5,8926,8.925999641,1,0,0,22,0,,
2194,2,15,644634600,555,task,1,Task 3,3,2,14,1,jumbled,,,,T,3,2,,0,5,8926,8.925999641,0,1,0,2,0,,
2195,2,15,644634600,826,task,1,Task 2,2,1,14,1,Totalling up,,,,T,3,2,,0,5,8926,8.925999641,1,0,0,14,0,,
2196,2,15,644634600,5494,trial,0,OPFL,,2,14,1,FLOP,OPFL,FLOP,,O,3,2,0,0,5,8926,8.925999641,0,0,0,,0,1,0
2197,2,15,644634600,2650,task,1,Task 1,1,1,15,2,50 percent of previous players thought this task was harder than average,,,,T,4,1,,1,5,22718,22.71800041,0,0,0,12,1,,
2198,2,15,644634600,482,task,1,Task 4,4,2,15,2,Not verbal,,,,T,4,1,,1,5,22718,22.71800041,1,0,0,20,1,,
2199,2,15,644634600,1004,task,1,Task 4,4,2,15,2,No words,,,,T,4,1,,1,5,22718,22.71800041,1,0,0,16,1,,
2200,2,15,644634600,1127,task,1,Task 1,1,1,15,2,vocabulary skills,,,,T,4,1,,1,5,22718,22.71800041,0,1,0,8,1,,
2201,2,15,644634600,580,task,1,Task 1,1,1,15,2,multiple choice,,,,T,4,1,,1,5,22718,22.71800041,0,1,0,5,1,,
2202,2,15,644634600,16875,trial,0,99+99+99,,2,15,2,297,99+99+99,297,,9,4,1,1,1,5,22718,22.71800041,0,0,0,,1,1,0
2203,2,15,644634600,1932,task,1,Task 1,1,1,16,1,1 problem to solve,,,,T,3,1,,0,5,10776,10.77600002,1,0,0,21,0,,
2204,2,15,644634600,443,task,1,Task 3,3,2,16,1,verbal,,,,T,3,1,,0,5,10776,10.77600002,0,1,0,4,0,,
2205,2,15,644634600,1102,task,1,Task 3,3,2,16,1,50 percent of previous players chose this task,,,,T,3,1,,0,5,10776,10.77600002,0,0,1,11,0,,
2206,2,15,644634600,587,task,1,Task 1,1,1,16,1,Multiple choice,,,,T,3,1,,0,5,10776,10.77600002,1,0,0,18,0,,
2207,2,15,644634600,3056,task,1,Task 3,3,2,16,1,vocabulary skills,,,,T,3,1,,0,5,10776,10.77600002,0,1,0,8,0,,
2208,2,15,644634600,3656,trial,0,IPFL,,2,16,1,FLIP,IPFL,FLIP,,I,3,1,0,0,5,10776,10.77600002,0,0,0,,0,1,0
2209,2,15,644634600,492,task,1,Task 5,5,1,17,1,Analytical skills,,,,T,6,5,,0,6,9983,9.982999802,1,0,0,22,0,,
2210,2,15,644634600,491,task,1,Task 6,6,2,17,1,mixed up,,,,T,6,5,,0,6,9983,9.982999802,0,1,0,3,0,,
2211,2,15,644634600,585,task,1,Task 6,6,2,17,1,unknown,,,,T,6,5,,0,6,9983,9.982999802,0,1,0,10,0,,
2212,2,15,644634600,553,task,1,Task 5,5,1,17,1,Might need paper & pencil to solve,,,,T,6,5,,0,6,9983,9.982999802,1,0,0,17,0,,
2213,2,15,644634600,720,task,1,Task 6,6,2,17,1,unknown,,,,T,6,5,,0,6,9983,9.982999802,0,1,0,10,0,,
2214,2,15,644634600,1986,task,1,Task 5,5,1,17,1,50 percent of previous players thought this task was easier than average,,,,T,6,5,,0,6,9983,9.982999802,1,0,0,24,0,,
2215,2,15,644634600,5156,trial,0,EDFL,,2,17,1,FLED,EDFL,FLED,,E,6,5,0,0,6,9983,9.982999802,0,0,0,,0,1,0
2216,2,15,644634600,646,task,1,Task 2,2,1,18,1,Not verbal,,,,T,3,2,,0,6,9245,9.244999886,1,0,0,20,0,,
2217,2,15,644634600,505,task,1,Task 3,3,2,18,1,unknown,,,,T,3,2,,0,6,9245,9.244999886,0,1,0,10,0,,
2218,2,15,644634600,793,task,1,Task 3,3,2,18,1,won't need paper & pencil to solve,,,,T,3,2,,0,6,9245,9.244999886,0,1,0,6,0,,
2219,2,15,644634600,801,task,1,Task 2,2,1,18,1,Totalling up,,,,T,3,2,,0,6,9245,9.244999886,1,0,0,14,0,,
2220,2,15,644634600,1219,task,1,Task 3,3,2,18,1,vocabulary skills,,,,T,3,2,,0,6,9245,9.244999886,0,1,0,8,0,,
2221,2,15,644634600,246,task,1,Task 3,3,2,18,1,mixed up,,,,T,3,2,,0,6,9245,9.244999886,0,1,0,3,0,,
2222,2,15,644634600,5035,trial,0,EAFL,,2,18,1,FLEA,EAFL,FLEA,,E,3,2,0,0,6,9245,9.244999886,0,0,0,,0,1,0
2223,2,15,644634600,463,task,1,Task 2,2,1,19,2,mixed up,,,,T,5,2,,0,7,8932,8.93200016,0,1,0,3,0,,
2224,2,15,644634600,494,task,1,Task 5,5,2,19,2,50 percent of previous players thought this task was more difficult than average,,,,T,5,2,,0,7,8932,8.93200016,1,0,0,23,0,,
2225,2,15,644634600,804,task,1,Task 5,5,2,19,2,Not verbal,,,,T,5,2,,0,7,8932,8.93200016,1,0,0,20,0,,
2226,2,15,644634600,268,task,1,Task 5,5,2,19,2,No words,,,,T,5,2,,0,7,8932,8.93200016,1,0,0,16,0,,
2227,2,15,644634600,1266,task,1,Task 2,2,1,19,2,unknown,,,,T,5,2,,0,7,8932,8.93200016,0,1,0,10,0,,
2228,2,15,644634600,183,task,1,Task 2,2,1,19,2,unknown,,,,T,5,2,,0,7,8932,8.93200016,0,1,0,10,0,,
2229,2,15,644634600,193,task,1,Task 2,2,1,19,2,vocabulary skills,,,,T,5,2,,0,7,8932,8.93200016,0,1,0,8,0,,
2230,2,15,644634600,5261,trial,0,AXFL,,1,19,2,FLAX,AXFL,FLAX,,A,5,2,0,0,7,8932,8.93200016,0,0,0,,0,1,0
2231,2,15,644634600,1943,task,1,Task 1,1,1,20,2,words,,,,T,6,1,,0,6,8263,8.262999535,0,1,0,7,0,,
2232,2,15,644634600,840,task,1,Task 6,6,2,20,2,Might need paper & pencil to solve,,,,T,6,1,,0,6,8263,8.262999535,1,0,0,17,0,,
2233,2,15,644634600,595,task,1,Task 6,6,2,20,2,1 problem to solve,,,,T,6,1,,0,6,8263,8.262999535,1,0,0,21,0,,
2234,2,15,644634600,167,task,1,Task 6,6,2,20,2,No words,,,,T,6,1,,0,6,8263,8.262999535,1,0,0,16,0,,
2235,2,15,644634600,980,task,1,Task 1,1,1,20,2,won't need paper & pencil to solve,,,,T,6,1,,0,6,8263,8.262999535,0,1,0,6,0,,
2236,2,15,644634600,211,task,1,Task 1,1,1,20,2,50 percent of previous players chose this task,,,,T,6,1,,0,6,8263,8.262999535,0,0,1,11,0,,
2237,2,15,644634600,3527,trial,0,AWFL,,1,20,2,FLAW,AWFL,FLAW,,A,6,1,0,0,6,8263,8.262999535,0,0,0,,0,1,0
2238,2,15,644634600,554,task,1,Task 2,2,1,21,2,jumbled,,,,T,3,2,,0,4,8109,8.109000206,0,1,0,2,0,,
2239,2,15,644634600,466,task,1,Task 3,3,2,21,2,Might need paper & pencil to solve,,,,T,3,2,,0,4,8109,8.109000206,1,0,0,17,0,,
2240,2,15,644634600,1153,task,1,Task 3,3,2,21,2,50 percent of previous players chose this task,,,,T,3,2,,0,4,8109,8.109000206,0,0,1,11,0,,
2241,2,15,644634600,690,task,1,Task 2,2,1,21,2,jumbled,,,,T,3,2,,0,4,8109,8.109000206,0,1,0,2,0,,
2242,2,15,644634600,5246,trial,0,ATFL,,1,21,2,FLAT,ATFL,FLAT,,A,3,2,0,0,4,8109,8.109000206,0,0,0,,0,1,0
2243,2,15,644634600,454,task,1,Task 4,4,1,22,2,50 percent of previous players chose this task,,,,T,5,4,,0,4,7613,7.612999916,0,0,1,11,0,,
2244,2,15,644634600,481,task,1,Task 5,5,2,22,2,Totalling up,,,,T,5,4,,0,4,7613,7.612999916,1,0,0,14,0,,
2245,2,15,644634600,637,task,1,Task 5,5,2,22,2,50 percent of previous players thought this task was easier than average,,,,T,5,4,,0,4,7613,7.612999916,1,0,0,24,0,,
2246,2,15,644634600,543,task,1,Task 4,4,1,22,2,50 percent of previous players chose this task,,,,T,5,4,,0,4,7613,7.612999916,0,0,1,11,0,,
2247,2,15,644634600,5498,trial,0,APFL,,1,22,2,FLAP,APFL,FLAP,,A,5,4,0,0,4,7613,7.612999916,0,0,0,,0,1,0
2248,2,15,644634600,618,task,1,Task 3,3,1,23,1,Analytical skills,,,,T,5,3,,0,5,8085,8.085000038,1,0,0,22,0,,
2249,2,15,644634600,463,task,1,Task 5,5,2,23,1,50 percent of previous players thought this task was harder than average,,,,T,5,3,,0,5,8085,8.085000038,0,0,0,12,0,,
2250,2,15,644634600,614,task,1,Task 5,5,2,23,1,San Diego has great weather,,,,T,5,3,,0,5,8085,8.085000038,0,1,0,9,0,,
2251,2,15,644634600,552,task,1,Task 3,3,1,23,1,50 percent of previous players chose this task,,,,T,5,3,,0,5,8085,8.085000038,0,0,1,11,0,,
2252,2,15,644634600,222,task,1,Task 3,3,1,23,1,Analytical skills,,,,T,5,3,,0,5,8085,8.085000038,1,0,0,22,0,,
2253,2,15,644634600,5616,trial,0,AGFL,,2,23,1,FLAG,AGFL,FLAG,,A,5,3,0,0,5,8085,8.085000038,0,0,0,,0,1,0
2254,2,15,644634600,1385,task,1,Task 1,1,1,24,1,Not jumbled,,,,T,6,1,,0,4,9680,9.680000305,1,0,0,15,0,,
2255,2,15,644634600,568,task,1,Task 6,6,2,24,1,50 percent of previous players chose this task,,,,T,6,1,,0,4,9680,9.680000305,0,0,1,11,0,,
2256,2,15,644634600,1083,task,1,Task 6,6,2,24,1,1 problem,,,,T,6,1,,0,4,9680,9.680000305,0,1,0,1,0,,
2257,2,15,644634600,193,task,1,Task 6,6,2,24,1,1 problem,,,,T,6,1,,0,4,9680,9.680000305,0,1,0,1,0,,
2258,2,15,644634600,6451,trial,0,VEFI,,2,24,1,FIVE,VEFI,FIVE,,V,6,1,0,0,4,9680,9.680000305,0,0,0,,0,1,0
2259,2,15,644634600,415,task,1,Task 2,2,1,25,1,Not verbal,,,,T,4,2,,0,7,8591,8.590999603,1,0,0,20,0,,
2260,2,15,644634600,531,task,1,Task 4,4,2,25,1,words,,,,T,4,2,,0,7,8591,8.590999603,0,1,0,7,0,,
2261,2,15,644634600,978,task,1,Task 4,4,2,25,1,unknown,,,,T,4,2,,0,7,8591,8.590999603,0,1,0,10,0,,
2262,2,15,644634600,177,task,1,Task 4,4,2,25,1,1 problem,,,,T,4,2,,0,7,8591,8.590999603,0,1,0,1,0,,
2263,2,15,644634600,135,task,1,Task 4,4,2,25,1,mixed up,,,,T,4,2,,0,7,8591,8.590999603,0,1,0,3,0,,
2264,2,15,644634600,730,task,1,Task 2,2,1,25,1,50 percent of previous players thought this task was more difficult than average,,,,T,4,2,,0,7,8591,8.590999603,1,0,0,23,0,,
2265,2,15,644634600,175,task,1,Task 2,2,1,25,1,1 problem to solve,,,,T,4,2,,0,7,8591,8.590999603,1,0,0,21,0,,
2266,2,15,644634600,5450,trial,0,TSFI,,2,25,1,FITS,TSFI,FITS,,T,4,2,0,0,7,8591,8.590999603,0,0,0,,0,1,0
2267,2,15,644634600,751,task,1,Task 3,3,1,26,1,No words,,,,T,4,3,,0,5,6352,6.352000237,1,0,0,16,0,,
2268,2,15,644634600,487,task,1,Task 4,4,2,26,1,50 percent of previous players chose this task,,,,T,4,3,,0,5,6352,6.352000237,0,0,1,11,0,,
2269,2,15,644634600,840,task,1,Task 4,4,2,26,1,vocabulary skills,,,,T,4,3,,0,5,6352,6.352000237,0,1,0,8,0,,
2270,2,15,644634600,181,task,1,Task 4,4,2,26,1,vocabulary skills,,,,T,4,3,,0,5,6352,6.352000237,0,1,0,8,0,,
2271,2,15,644634600,570,task,1,Task 3,3,1,26,1,Numerical,,,,T,4,3,,0,5,6352,6.352000237,1,0,0,13,0,,
2272,2,15,644634600,3523,trial,0,STFI,,2,26,1,FIST,STFI,FIST,,S,4,3,0,0,5,6352,6.352000237,0,0,0,,0,1,0
2273,2,15,644634600,435,task,1,Task 3,3,1,27,2,50 percent of previous players chose this task,,,,T,4,3,,0,6,7217,7.217000008,0,0,1,11,0,,
2274,2,15,644634600,457,task,1,Task 4,4,2,27,2,Not jumbled,,,,T,4,3,,0,6,7217,7.217000008,1,0,0,15,0,,
2275,2,15,644634600,996,task,1,Task 4,4,2,27,2,50 percent of previous players thought this task was easier than average,,,,T,4,3,,0,6,7217,7.217000008,1,0,0,24,0,,
2276,2,15,644634600,163,task,1,Task 4,4,2,27,2,50 percent of previous players thought this task was easier than average,,,,T,4,3,,0,6,7217,7.217000008,1,0,0,24,0,,
