rowindex,Session,Subject,SubjectID,Timing,eventType,eventIndex,eventClicked,task,columnIndex,round,stateIndex,clueSeen,question,answer,error,tasktype,maxtask,mintask,tasktypeindex,taskchosen,cluesviewed,miliseconds,seconds,cluemath,cluews,clueboth,clueindex,maxtaskchosen,correct,wrong
4014,3,21,157912226,512,task,1,Task 2,2,2,15,1,words,,,,T,2,1,,1,2,10708,10.70800018,0,1,0,7,1,,
4015,3,21,157912226,7259,trial,0,85+85+85,,1,15,1,255,85+85+85,255,,8,2,1,1,1,2,10708,10.70800018,0,0,0,,1,1,0
4016,3,21,157912226,497,task,1,Task 3,3,1,16,2,vocabulary skills,,,,T,5,3,,1,4,14162,14.1619997,0,1,0,8,1,,
4017,3,21,157912226,438,task,1,Task 5,5,2,16,2,Totalling up,,,,T,5,3,,1,4,14162,14.1619997,1,0,0,14,1,,
4018,3,21,157912226,1200,task,1,Task 3,3,1,16,2,50 percent of previous players chose this task,,,,T,5,3,,1,4,14162,14.1619997,0,0,1,11,1,,
4019,3,21,157912226,1074,task,1,Task 3,3,1,16,2,Not jumbled,,,,T,5,3,,1,4,14162,14.1619997,1,0,0,15,1,,
4020,3,21,157912226,10953,trial,0,70+95+85,,2,16,2,250,70+95+85,250,,7,5,3,1,1,4,14162,14.1619997,0,0,0,,1,1,0
4021,3,21,157912226,3428,task,1,Task 1,1,1,17,2,50 percent of previous players chose this task,,,,T,4,1,,1,4,16764,16.76399994,0,0,1,11,1,,
4022,3,21,157912226,1844,task,1,Task 1,1,1,17,2,San Diego has great weather,,,,T,4,1,,1,4,16764,16.76399994,0,1,0,9,1,,
4023,3,21,157912226,1619,task,1,Task 1,1,1,17,2,verbal,,,,T,4,1,,1,4,16764,16.76399994,0,1,0,4,1,,
4024,3,21,157912226,752,task,1,Task 4,4,2,17,2,1 problem to solve,,,,T,4,1,,1,4,16764,16.76399994,1,0,0,21,1,,
4025,3,21,157912226,7938,trial,0,83+83+83,,2,17,2,250,83+83+83,250,,8,4,1,1,1,4,16764,16.76399994,0,0,0,,1,0,1
4026,3,21,157912226,1183,trial,0,83+83+83,,2,17,2,249,83+83+83,249,,8,4,1,1,1,4,16764,16.76399994,0,0,0,,1,1,0
4027,3,21,157912226,644,task,1,Task 4,4,2,18,1,50 percent of previous players chose this task,,,,T,4,1,,1,4,15429,15.4289999,0,0,1,11,1,,
4028,3,21,157912226,1430,task,1,Task 4,4,2,18,1,50 percent of previous players chose this task,,,,T,4,1,,1,4,15429,15.4289999,0,0,1,11,1,,
4029,3,21,157912226,1886,task,1,Task 4,4,2,18,1,verbal,,,,T,4,1,,1,4,15429,15.4289999,0,1,0,4,1,,
4030,3,21,157912226,928,task,1,Task 1,1,1,18,1,Analytical skills,,,,T,4,1,,1,4,15429,15.4289999,1,0,0,22,1,,
4031,3,21,157912226,10541,trial,0,95+93+60,,1,18,1,248,95+93+60,248,,9,4,1,1,1,4,15429,15.4289999,0,0,0,,1,1,0
4032,3,21,157912226,735,task,1,Task 3,3,1,19,1,50 percent of previous players thought this task was easier than average,,,,T,6,3,,1,3,15266,15.26599979,1,0,0,24,1,,
4033,3,21,157912226,1074,task,1,Task 6,6,2,19,1,jumbled,,,,T,6,3,,1,3,15266,15.26599979,0,1,0,2,1,,
4034,3,21,157912226,1781,task,1,Task 3,3,1,19,1,Not verbal,,,,T,6,3,,1,3,15266,15.26599979,1,0,0,20,1,,
4035,3,21,157912226,8628,trial,0,82+82+82,,1,19,1,244,82+82+82,244,,8,6,3,1,1,3,15266,15.26599979,0,0,0,,1,0,1
4036,3,21,157912226,1073,trial,0,82+82+82,,1,19,1,244,82+82+82,244,,8,6,3,1,1,3,15266,15.26599979,0,0,0,,1,0,1
4037,3,21,157912226,1975,trial,0,82+82+82,,1,19,1,246,82+82+82,246,,8,6,3,1,1,3,15266,15.26599979,0,0,0,,1,1,0
4038,3,21,157912226,426,task,1,Task 5,5,2,20,1,San Diego has great weather,,,,T,5,4,,1,5,12381,12.38099957,0,1,0,9,1,,
4039,3,21,157912226,726,task,1,Task 4,4,1,20,1,50 percent of previous players thought this task was easier than average,,,,T,5,4,,1,5,12381,12.38099957,1,0,0,24,1,,
4040,3,21,157912226,720,task,1,Task 5,5,2,20,1,50 percent of previous players thought this task was harder than average,,,,T,5,4,,1,5,12381,12.38099957,0,0,0,12,1,,
4041,3,21,157912226,704,task,1,Task 4,4,1,20,1,No words,,,,T,5,4,,1,5,12381,12.38099957,1,0,0,16,1,,
4042,3,21,157912226,879,task,1,Task 5,5,2,20,1,jumbled,,,,T,5,4,,1,5,12381,12.38099957,0,1,0,2,1,,
4043,3,21,157912226,8926,trial,0,90+55+99,,1,20,1,244,90+55+99,244,,9,5,4,1,1,5,12381,12.38099957,0,0,0,,1,1,0
4044,3,21,157912226,512,task,1,Task 3,3,1,21,2,1 problem,,,,T,3,3,,0,1,8370,8.369999886,0,1,0,1,0,,
4045,3,21,157912226,7858,trial,0,ULFO,,1,21,2,FOUL,ULFO,FOUL,,U,3,3,0,0,1,8370,8.369999886,0,0,0,,0,1,0
4046,3,21,157912226,529,task,1,Task 3,3,1,22,1,words,,,,T,5,3,,1,3,12723,12.72299957,0,1,0,7,1,,
4047,3,21,157912226,538,task,1,Task 5,5,2,22,1,50 percent of previous players chose this task,,,,T,5,3,,1,3,12723,12.72299957,0,0,1,11,1,,
4048,3,21,157912226,543,task,1,Task 5,5,2,22,1,Not verbal,,,,T,5,3,,1,3,12723,12.72299957,1,0,0,20,1,,
4049,3,21,157912226,11113,trial,0,81+81+81,,1,22,1,243,81+81+81,243,,8,5,3,1,1,3,12723,12.72299957,0,0,0,,1,1,0
4050,3,21,157912226,560,task,1,Task 2,2,1,23,1,50 percent of previous players thought this task was more difficult than average,,,,T,6,2,,1,3,13647,13.64700031,1,0,0,23,1,,
4051,3,21,157912226,966,task,1,Task 2,2,1,23,1,Analytical skills,,,,T,6,2,,1,3,13647,13.64700031,1,0,0,22,1,,
4052,3,21,157912226,607,task,1,Task 6,6,2,23,1,words,,,,T,6,2,,1,3,13647,13.64700031,0,1,0,7,1,,
4053,3,21,157912226,11514,trial,0,85+71+84,,1,23,1,240,85+71+84,240,,8,6,2,1,1,3,13647,13.64700031,0,0,0,,1,1,0
4054,3,21,157912226,935,task,1,Task 4,4,1,24,1,Analytical skills,,,,T,4,4,,1,1,6224,6.223999977,1,0,0,22,1,,
4055,3,21,157912226,5289,trial,0,80+80+80,,1,24,1,240,80+80+80,240,,8,4,4,1,1,1,6224,6.223999977,0,0,0,,1,1,0
4056,3,21,157912226,8257,task,1,Task 1,1,1,25,2,words,,,,T,3,1,,1,3,16737,16.73699951,0,1,0,7,1,,
4057,3,21,157912226,1231,task,1,Task 3,3,2,25,2,50 percent of previous players thought this task was more difficult than average,,,,T,3,1,,1,3,16737,16.73699951,1,0,0,23,1,,
4058,3,21,157912226,672,task,1,Task 3,3,2,25,2,1 problem to solve,,,,T,3,1,,1,3,16737,16.73699951,1,0,0,21,1,,
4059,3,21,157912226,6577,trial,0,79+79+79,,2,25,2,237,79+79+79,237,,7,3,1,1,1,3,16737,16.73699951,0,0,0,,1,1,0
4060,3,21,157912226,545,task,1,Task 6,6,2,26,2,1 problem,,,,T,6,3,,1,5,14831,14.83100033,0,1,0,1,1,,
4061,3,21,157912226,956,task,1,Task 6,6,2,26,2,unknown,,,,T,6,3,,1,5,14831,14.83100033,0,1,0,10,1,,
4062,3,21,157912226,1262,task,1,Task 6,6,2,26,2,vocabulary skills,,,,T,6,3,,1,5,14831,14.83100033,0,1,0,8,1,,
4063,3,21,157912226,1527,task,1,Task 3,3,1,26,2,Not jumbled,,,,T,6,3,,1,5,14831,14.83100033,1,0,0,15,1,,
4064,3,21,157912226,706,task,1,Task 3,3,1,26,2,No words,,,,T,6,3,,1,5,14831,14.83100033,1,0,0,16,1,,
4065,3,21,157912226,9835,trial,0,77+96+62,,2,26,2,235,77+96+62,235,,7,6,3,1,1,5,14831,14.83100033,0,0,0,,1,1,0
4066,3,21,157912226,2795,task,1,Task 1,1,1,27,1,Not jumbled,,,,T,1,1,,1,1,13053,13.05300045,1,0,0,15,1,,
4067,3,21,157912226,10258,trial,0,99+65+70,,1,27,1,234,99+65+70,234,,9,1,1,1,1,1,13053,13.05300045,0,0,0,,1,1,0
4068,3,21,157912226,2152,task,1,Task 1,1,1,28,2,50 percent of previous players thought this task was harder than average,,,,T,2,1,,1,9,19029,19.02899933,0,0,0,12,1,,
4069,3,21,157912226,479,task,1,Task 2,2,2,28,2,Multiple choice,,,,T,2,1,,1,9,19029,19.02899933,1,0,0,18,1,,
4070,3,21,157912226,1168,task,1,Task 2,2,2,28,2,Multiple choice,,,,T,2,1,,1,9,19029,19.02899933,1,0,0,18,1,,
4071,3,21,157912226,1297,task,1,Task 1,1,1,28,2,1 problem,,,,T,2,1,,1,9,19029,19.02899933,0,1,0,1,1,,
4072,3,21,157912226,1150,task,1,Task 1,1,1,28,2,1 problem,,,,T,2,1,,1,9,19029,19.02899933,0,1,0,1,1,,
4073,3,21,157912226,1048,task,1,Task 2,2,2,28,2,1 problem to solve,,,,T,2,1,,1,9,19029,19.02899933,1,0,0,21,1,,
4074,3,21,157912226,736,task,1,Task 2,2,2,28,2,50 percent of previous players chose this task,,,,T,2,1,,1,9,19029,19.02899933,0,0,1,11,1,,
4075,3,21,157912226,1472,task,1,Task 1,1,1,28,2,jumbled,,,,T,2,1,,1,9,19029,19.02899933,0,1,0,2,1,,
4076,3,21,157912226,662,task,1,Task 1,1,1,28,2,unknown,,,,T,2,1,,1,9,19029,19.02899933,0,1,0,10,1,,
4077,3,21,157912226,8865,trial,0,78+78+78,,2,28,2,234,78+78+78,234,,7,2,1,1,1,9,19029,19.02899933,0,0,0,,1,1,0
4078,3,21,157912226,527,task,1,Task 2,2,1,29,1,The weather in San Diego is nice,,,,T,5,2,,1,4,9497,9.496999741,1,0,0,19,1,,
4079,3,21,157912226,1393,task,1,Task 2,2,1,29,1,Might need paper & pencil to solve,,,,T,5,2,,1,4,9497,9.496999741,1,0,0,17,1,,
4080,3,21,157912226,559,task,1,Task 5,5,2,29,1,vocabulary skills,,,,T,5,2,,1,4,9497,9.496999741,0,1,0,8,1,,
4081,3,21,157912226,464,task,1,Task 2,2,1,29,1,50 percent of previous players thought this task was easier than average,,,,T,5,2,,1,4,9497,9.496999741,1,0,0,24,1,,
4082,3,21,157912226,6554,trial,0,77+77+77,,1,29,1,231,77+77+77,231,,7,5,2,1,1,4,9497,9.496999741,0,0,0,,1,1,0
4083,3,21,157912226,829,task,1,Task 5,5,1,30,1,50 percent of previous players chose this task,,,,T,5,5,,1,3,11140,11.14000034,0,0,1,11,1,,
4084,3,21,157912226,282,task,1,Task 5,5,1,30,1,No words,,,,T,5,5,,1,3,11140,11.14000034,1,0,0,16,1,,
4085,3,21,157912226,804,task,1,Task 5,5,1,30,1,50 percent of previous players thought this task was more difficult than average,,,,T,5,5,,1,3,11140,11.14000034,1,0,0,23,1,,
4086,3,21,157912226,9225,trial,0,92+62+76,,1,30,1,230,92+62+76,230,,9,5,5,1,1,3,11140,11.14000034,0,0,0,,1,1,0
4087,3,21,157912226,545,task,1,Task 3,3,1,31,1,Numerical,,,,T,6,3,,1,2,7417,7.416999817,1,0,0,13,1,,
4088,3,21,157912226,459,task,1,Task 6,6,2,31,1,verbal,,,,T,6,3,,1,2,7417,7.416999817,0,1,0,4,1,,
4089,3,21,157912226,6413,trial,0,76+76+76,,1,31,1,228,76+76+76,228,,7,6,3,1,1,2,7417,7.416999817,0,0,0,,1,1,0
4090,3,21,157912226,930,task,1,Task 5,5,1,32,1,Not verbal,,,,T,5,5,,1,1,10071,10.0710001,1,0,0,20,1,,
4091,3,21,157912226,9141,trial,0,67+89+71,,1,32,1,227,67+89+71,227,,6,5,5,1,1,1,10071,10.0710001,0,0,0,,1,1,0
4092,3,21,157912226,671,task,1,Task 5,5,1,33,1,Numerical,,,,T,5,5,,1,1,10722,10.72200012,1,0,0,13,1,,
4093,3,21,157912226,10051,trial,0,94+53+79,,1,33,1,226,94+53+79,226,,9,5,5,1,1,1,10722,10.72200012,0,0,0,,1,1,0
4094,3,21,157912226,2056,task,1,Task 1,1,1,34,2,50 percent of previous players thought this task was harder than average,,,,T,5,1,,1,5,11836,11.83600044,0,0,0,12,1,,
4095,3,21,157912226,1150,task,1,Task 1,1,1,34,2,mixed up,,,,T,5,1,,1,5,11836,11.83600044,0,1,0,3,1,,
4096,3,21,157912226,872,task,1,Task 1,1,1,34,2,unknown,,,,T,5,1,,1,5,11836,11.83600044,0,1,0,10,1,,
4097,3,21,157912226,776,task,1,Task 1,1,1,34,2,jumbled,,,,T,5,1,,1,5,11836,11.83600044,0,1,0,2,1,,
4098,3,21,157912226,473,task,1,Task 5,5,2,34,2,No words,,,,T,5,1,,1,5,11836,11.83600044,1,0,0,16,1,,
4099,3,21,157912226,6509,trial,0,75+75+75,,2,34,2,225,75+75+75,225,,7,5,1,1,1,5,11836,11.83600044,0,0,0,,1,1,0
4100,3,21,157912226,573,task,1,Task 3,3,1,35,2,No words,,,,T,6,3,,1,5,13300,13.30000019,1,0,0,16,1,,
4101,3,21,157912226,545,task,1,Task 3,3,1,35,2,jumbled,,,,T,6,3,,1,5,13300,13.30000019,0,1,0,2,1,,
4102,3,21,157912226,530,task,1,Task 6,6,2,35,2,Multiple choice,,,,T,6,3,,1,5,13300,13.30000019,1,0,0,18,1,,
4103,3,21,157912226,718,task,1,Task 6,6,2,35,2,Analytical skills,,,,T,6,3,,1,5,13300,13.30000019,1,0,0,22,1,,
4104,3,21,157912226,1392,task,1,Task 6,6,2,35,2,Analytical skills,,,,T,6,3,,1,5,13300,13.30000019,1,0,0,22,1,,
4105,3,21,157912226,9542,trial,0,57+82+80,,2,35,2,219,57+82+80,219,,5,6,3,1,1,5,13300,13.30000019,0,0,0,,1,1,0
4111,3,21,157912226,3839,task,1,Task 1,1,1,36,2,verbal,,,,T,3,1,,1,2,15137,15.13700008,0,1,0,4,1,,
4112,3,21,157912226,1912,task,1,Task 3,3,2,36,2,Might need paper & pencil to solve,,,,T,3,1,,1,2,15137,15.13700008,1,0,0,17,1,,
4113,3,21,157912226,9386,trial,0,82+99+37,,2,36,2,218,82+99+37,218,,8,3,1,1,1,2,15137,15.13700008,0,0,0,,1,1,0
4114,3,21,157912226,402,task,1,Task 2,2,1,37,1,No words,,,,T,2,2,,1,1,8327,8.326999664,1,0,0,16,1,,
4115,3,21,157912226,7925,trial,0,72+72+72,,1,37,1,216,72+72+72,216,,7,2,2,1,1,1,8327,8.326999664,0,0,0,,1,1,0
4116,3,21,157912226,735,task,1,Task 5,5,1,38,1,50 percent of previous players thought this task was easier than average,,,,T,5,5,,1,2,11348,11.34799957,1,0,0,24,1,,
4117,3,21,157912226,839,task,1,Task 5,5,1,38,1,No words,,,,T,5,5,,1,2,11348,11.34799957,1,0,0,16,1,,
4118,3,21,157912226,9774,trial,0,87+81+47,,1,38,1,215,87+81+47,215,,8,5,5,1,1,2,11348,11.34799957,0,0,0,,1,1,0
4119,3,21,157912226,718,task,1,Task 3,3,1,39,1,50 percent of previous players chose this task,,,,T,6,3,,1,4,14306,14.30599976,0,0,1,11,1,,
4120,3,21,157912226,760,task,1,Task 3,3,1,39,1,1 problem to solve,,,,T,6,3,,1,4,14306,14.30599976,1,0,0,21,1,,
4121,3,21,157912226,409,task,1,Task 6,6,2,39,1,unknown,,,,T,6,3,,1,4,14306,14.30599976,0,1,0,10,1,,
4122,3,21,157912226,1376,task,1,Task 3,3,1,39,1,Not verbal,,,,T,6,3,,1,4,14306,14.30599976,1,0,0,20,1,,
4123,3,21,157912226,11043,trial,0,65+59+90,,1,39,1,214,65+59+90,214,,6,6,3,1,1,4,14306,14.30599976,0,0,0,,1,1,0
4124,3,21,157912226,465,task,1,Task 2,2,2,40,1,Not jumbled,,,,T,2,1,,1,7,19494,19.49399948,1,0,0,15,1,,
4125,3,21,157912226,5645,task,1,Task 1,1,1,40,1,Multiple choice,,,,T,2,1,,1,7,19494,19.49399948,1,0,0,18,1,,
4126,3,21,157912226,264,task,1,Task 1,1,1,40,1,50 percent of previous players chose this task,,,,T,2,1,,1,7,19494,19.49399948,0,0,1,11,1,,
4127,3,21,157912226,736,task,1,Task 2,2,2,40,1,50 percent of previous players chose this task,,,,T,2,1,,1,7,19494,19.49399948,0,0,1,11,1,,
4128,3,21,157912226,1830,task,1,Task 2,2,2,40,1,San Diego has great weather,,,,T,2,1,,1,7,19494,19.49399948,0,1,0,9,1,,
4129,3,21,157912226,576,task,1,Task 1,1,1,40,1,Not verbal,,,,T,2,1,,1,7,19494,19.49399948,1,0,0,20,1,,
4130,3,21,157912226,840,task,1,Task 2,2,2,40,1,mixed up,,,,T,2,1,,1,7,19494,19.49399948,0,1,0,3,1,,
4131,3,21,157912226,9138,trial,0,49+72+91,,1,40,1,212,49+72+91,212,,4,2,1,1,1,7,19494,19.49399948,0,0,0,,1,1,0
4132,3,21,157912226,1800,task,1,Task 1,1,1,41,2,multiple choice,,,,T,4,1,,1,6,10142,10.1420002,0,1,0,5,1,,
4133,3,21,157912226,736,task,1,Task 1,1,1,41,2,1 problem,,,,T,4,1,,1,6,10142,10.1420002,0,1,0,1,1,,
4134,3,21,157912226,1325,task,1,Task 1,1,1,41,2,50 percent of previous players thought this task was harder than average,,,,T,4,1,,1,6,10142,10.1420002,0,0,0,12,1,,
4135,3,21,157912226,401,task,1,Task 1,1,1,41,2,San Diego has great weather,,,,T,4,1,,1,6,10142,10.1420002,0,1,0,9,1,,
4136,3,21,157912226,895,task,1,Task 1,1,1,41,2,verbal,,,,T,4,1,,1,6,10142,10.1420002,0,1,0,4,1,,
4137,3,21,157912226,605,task,1,Task 4,4,2,41,2,Might need paper & pencil to solve,,,,T,4,1,,1,6,10142,10.1420002,1,0,0,17,1,,
4138,3,21,157912226,4380,trial,0,70+70+70,,2,41,2,210,70+70+70,210,,7,4,1,1,1,6,10142,10.1420002,0,0,0,,1,1,0
4139,3,21,157912226,652,task,1,Task 3,3,1,42,1,1 problem to solve,,,,T,6,3,,1,4,12453,12.45300007,1,0,0,21,1,,
4140,3,21,157912226,386,task,1,Task 6,6,2,42,1,jumbled,,,,T,6,3,,1,4,12453,12.45300007,0,1,0,2,1,,
4141,3,21,157912226,628,task,1,Task 6,6,2,42,1,1 problem,,,,T,6,3,,1,4,12453,12.45300007,0,1,0,1,1,,
4142,3,21,157912226,662,task,1,Task 6,6,2,42,1,vocabulary skills,,,,T,6,3,,1,4,12453,12.45300007,0,1,0,8,1,,
4143,3,21,157912226,10125,trial,0,69+85+55,,1,42,1,209,69+85+55,209,,6,6,3,1,1,4,12453,12.45300007,0,0,0,,1,1,0
4144,3,21,157912226,644,task,1,Task 5,5,2,43,2,50 percent of previous players thought this task was more difficult than average,,,,T,5,4,,1,4,11177,11.17700005,1,0,0,23,1,,
4145,3,21,157912226,943,task,1,Task 4,4,1,43,2,mixed up,,,,T,5,4,,1,4,11177,11.17700005,0,1,0,3,1,,
4146,3,21,157912226,1036,task,1,Task 4,4,1,43,2,jumbled,,,,T,5,4,,1,4,11177,11.17700005,0,1,0,2,1,,
4147,3,21,157912226,851,task,1,Task 4,4,1,43,2,1 problem,,,,T,5,4,,1,4,11177,11.17700005,0,1,0,1,1,,
4148,3,21,157912226,7703,trial,0,55+88+66,,2,43,2,209,55+88+66,209,,5,5,4,1,1,4,11177,11.17700005,0,0,0,,1,1,0
4149,3,21,157912226,448,task,1,Task 2,2,1,44,2,won't need paper & pencil to solve,,,,T,3,2,,1,3,14704,14.70400047,0,1,0,6,1,,
4150,3,21,157912226,622,task,1,Task 3,3,2,44,2,The weather in San Diego is nice,,,,T,3,2,,1,3,14704,14.70400047,1,0,0,19,1,,
4151,3,21,157912226,1766,task,1,Task 3,3,2,44,2,1 problem to solve,,,,T,3,2,,1,3,14704,14.70400047,1,0,0,21,1,,
4152,3,21,157912226,11868,trial,0,81+77+51,,2,44,2,208,81+77+51,208,,8,3,2,1,1,3,14704,14.70400047,0,0,0,,1,0,1
4153,3,21,157912226,2280,task,1,Task 1,1,1,45,1,50 percent of previous players thought this task was harder than average,,,,T,1,1,,0,1,2280,2.279999971,0,0,0,12,0,,
4154,3,22,172632327,0,task,1,Task1,1,1,1,1,Numerical,,,,T,2,1,,0,2,9998,9.998000145,1,0,0,13,0,,
4155,3,22,172632327,1333,task,1,Task 2,2,2,1,1,mixed up,,,,T,2,1,,0,2,9998,9.998000145,0,1,0,3,0,,
4156,3,22,172632327,8665,trial,0,ULFO,,2,1,1,FOUL,ULFO,FOUL,,U,2,1,0,0,2,9998,9.998000145,0,0,0,,0,1,0
4157,3,22,172632327,1530,task,1,Task 1,1,1,2,2,50 percent of previous players thought this task was harder than average,,,,T,3,1,,0,2,12276,12.27600002,0,0,0,12,0,,
4158,3,22,172632327,2461,task,1,Task 3,3,2,2,2,50 percent of previous players chose this task,,,,T,3,1,,0,2,12276,12.27600002,0,0,1,11,0,,
4159,3,22,172632327,8285,trial,0,RTFO,,1,2,2,FORT,RTFO,FORT,,R,3,1,0,0,2,12276,12.27600002,0,0,0,,0,1,0
4160,3,22,172632327,4465,task,1,Task 1,1,1,3,2,won't need paper & pencil to solve,,,,T,1,1,,0,1,11173,11.17300034,0,1,0,6,0,,
4161,3,22,172632327,6708,trial,0,RMFO,,1,3,2,FORM,RMFO,FORM,,R,1,1,0,0,1,11173,11.17300034,0,0,0,,0,1,0
4162,3,22,172632327,5184,task,1,Task 2,2,1,4,1,Totalling up,,,,T,3,2,,0,2,13491,13.49100018,1,0,0,14,0,,
4163,3,22,172632327,1626,task,1,Task 3,3,2,4,1,verbal,,,,T,3,2,,0,2,13491,13.49100018,0,1,0,4,0,,
4164,3,22,172632327,6681,trial,0,RKFO,,2,4,1,FORK,RKFO,FORK,,R,3,2,0,0,2,13491,13.49100018,0,0,0,,0,1,0
4165,3,22,172632327,7416,task,1,Task 4,4,1,5,1,Multiple choice,,,,T,4,4,,1,1,14137,14.13700008,1,0,0,18,1,,
4166,3,22,172632327,6721,trial,0,99+99+99,,1,5,1,297,99+99+99,297,,9,4,4,1,1,1,14137,14.13700008,0,0,0,,1,1,0
4167,3,22,172632327,970,task,1,Task 2,2,1,6,2,1 problem,,,,T,2,2,,0,1,7034,7.03399992,0,1,0,1,0,,
4168,3,22,172632327,6064,trial,0,OTFO,,1,6,2,FOOT,OTFO,FOOT,,O,2,2,0,0,1,7034,7.03399992,0,0,0,,0,1,0
4169,3,22,172632327,901,task,1,Task 3,3,1,7,1,Totalling up,,,,T,4,3,,0,2,7662,7.662000179,1,0,0,14,0,,
4170,3,22,172632327,1246,task,1,Task 4,4,2,7,1,verbal,,,,T,4,3,,0,2,7662,7.662000179,0,1,0,4,0,,
4171,3,22,172632327,5515,trial,0,OLFO,,2,7,1,FOOL,OLFO,FOOL,,O,4,3,0,0,2,7662,7.662000179,0,0,0,,0,1,0
4172,3,22,172632327,747,task,1,Task 1,1,1,8,1,50 percent of previous players thought this task was easier than average,,,,T,1,1,,1,1,7734,7.734000206,1,0,0,24,1,,
4173,3,22,172632327,6987,trial,0,98+98+98,,1,8,1,294,98+98+98,294,,9,1,1,1,1,1,7734,7.734000206,0,0,0,,1,1,0
4174,3,22,172632327,801,task,1,Task 2,2,2,9,2,50 percent of previous players chose this task,,,,T,2,1,,0,2,9304,9.303999901,0,0,1,11,0,,
4175,3,22,172632327,1197,task,1,Task 1,1,1,9,2,San Diego has great weather,,,,T,2,1,,0,2,9304,9.303999901,0,1,0,9,0,,
4176,3,22,172632327,7306,trial,0,ODFO,,1,9,2,FOOD,ODFO,FOOD,,O,2,1,0,0,2,9304,9.303999901,0,0,0,,0,1,0
4177,3,22,172632327,1200,task,1,Task 4,4,1,10,2,50 percent of previous players chose this task,,,,T,4,4,,0,1,8199,8.199000359,0,0,1,11,0,,
4178,3,22,172632327,6999,trial,0,NTFO,,1,10,2,FONT,NTFO,FONT,,N,4,4,0,0,1,8199,8.199000359,0,0,0,,0,1,0
4179,3,22,172632327,974,task,1,Task 1,1,1,11,1,50 percent of previous players thought this task was more difficult than average,,,,T,1,1,,1,1,6693,6.69299984,1,0,0,23,1,,
4180,3,22,172632327,5719,trial,0,97+97+97,,1,11,1,291,97+97+97,291,,9,1,1,1,1,1,6693,6.69299984,0,0,0,,1,1,0
4181,3,22,172632327,739,task,1,Task 3,3,1,12,1,Not verbal,,,,T,3,3,,1,1,6463,6.462999821,1,0,0,20,1,,
4182,3,22,172632327,5724,trial,0,96+96+96,,1,12,1,288,96+96+96,288,,9,3,3,1,1,1,6463,6.462999821,0,0,0,,1,1,0
4183,3,22,172632327,647,task,1,Task 3,3,1,13,1,Totalling up,,,,T,5,3,,0,2,7284,7.28399992,1,0,0,14,0,,
4184,3,22,172632327,1282,task,1,Task 5,5,2,13,1,won't need paper & pencil to solve,,,,T,5,3,,0,2,7284,7.28399992,0,1,0,6,0,,
4185,3,22,172632327,5355,trial,0,LDFO,,2,13,1,FOLD,LDFO,FOLD,,L,5,3,0,0,2,7284,7.28399992,0,0,0,,0,1,0
4186,3,22,172632327,3914,task,1,Task 5,5,2,14,2,50 percent of previous players thought this task was more difficult than average,,,,T,5,4,,0,2,11415,11.41499996,1,0,0,23,0,,
4187,3,22,172632327,1829,task,1,Task 4,4,1,14,2,mixed up,,,,T,5,4,,0,2,11415,11.41499996,0,1,0,3,0,,
4188,3,22,172632327,5672,trial,0,ILFO,,1,14,2,FOIL,ILFO,FOIL,,I,5,4,0,0,2,11415,11.41499996,0,0,0,,0,1,0
4189,3,22,172632327,1038,task,1,Task 5,5,1,15,2,multiple choice,,,,T,5,5,,0,1,7975,7.974999905,0,1,0,5,0,,
4190,3,22,172632327,6937,trial,0,ESFO,,1,15,2,FOES,ESFO,FOES,,E,5,5,0,0,1,7975,7.974999905,0,0,0,,0,1,0
4193,3,22,172632327,17354,task,1,Task 4,4,1,16,2,50 percent of previous players thought this task was harder than average,,,,T,5,4,,1,2,27156,27.15600014,0,0,0,12,1,,
4194,3,22,172632327,1911,task,1,Task 5,5,2,16,2,Multiple choice,,,,T,5,4,,1,2,27156,27.15600014,1,0,0,18,1,,
4195,3,22,172632327,7891,trial,0,93+93+93,,2,16,2,279,93+93+93,279,,9,5,4,1,1,2,27156,27.15600014,0,0,0,,1,1,0
4196,3,22,172632327,4115,task,1,Task 4,4,1,17,1,1 problem to solve,,,,T,4,4,,1,1,11530,11.52999973,1,0,0,21,1,,
4197,3,22,172632327,7415,trial,0,92+92+92,,1,17,1,276,92+92+92,276,,9,4,4,1,1,1,11530,11.52999973,0,0,0,,1,1,0
4198,3,22,172632327,546,task,1,Task 3,3,1,18,1,Might need paper & pencil to solve,,,,T,5,3,,0,2,5845,5.84499979,1,0,0,17,0,,
4199,3,22,172632327,934,task,1,Task 5,5,2,18,1,mixed up,,,,T,5,3,,0,2,5845,5.84499979,0,1,0,3,0,,
4200,3,22,172632327,4365,trial,0,AMFO,,2,18,1,FOAM,AMFO,FOAM,,A,5,3,0,0,2,5845,5.84499979,0,0,0,,0,1,0
4201,3,22,172632327,868,task,1,Task 3,3,1,19,2,50 percent of previous players thought this task was harder than average,,,,T,4,3,,1,2,7562,7.561999798,0,0,0,12,1,,
4202,3,22,172632327,1264,task,1,Task 4,4,2,19,2,Totalling up,,,,T,4,3,,1,2,7562,7.561999798,1,0,0,14,1,,
4203,3,22,172632327,5430,trial,0,91+91+91,,2,19,2,273,91+91+91,273,,9,4,3,1,1,2,7562,7.561999798,0,0,0,,1,1,0
4204,3,22,172632327,483,task,1,Task 2,2,1,20,2,verbal,,,,T,2,2,,0,1,5482,5.481999874,0,1,0,4,0,,
